user,recent_commits,last_commit_date,recent_prs,recent_issues,issue_comments,last_active_date,sig_label_stats,area_label_stats,kind_label_stats,role,changed_files_freq
enj,20.0,2025-05-01T17:22:52Z,19.0,12.0,0.0,2025-05-01T17:22:52Z,"[['auth', 116], ['api-machinery', 151], ['node', 8], ['windows', 1], ['testing', 4], ['storage', 6], ['scheduling', 1], ['network', 8], ['cluster-lifecycle', 1], ['release', 1]]","[['test', 125], ['kubelet', 4], ['apiserver', 59], ['kubectl', 2], ['release-eng', 5], ['code-generation', 4], ['conformance', 1], ['provider/gcp', 1], ['provider/azure', 1]]","[['bug', 63], ['feature', 64], ['cleanup', 100], ['failing-test', 8], ['documentation', 7], ['api-change', 28], ['flake', 7], ['regression', 4]]",assignee,"[['CHANGELOG-1.30.md', 1], ['types.go', 60], ['validation_test.go', 23], ['plugin.go', 8], ['plugin_test.go', 5], ['policy.go', 5], ['policy_test.go', 1], ['cluster-roles-featuregates.yaml', 1], ['versioned_kube_features.go', 5], ['kube_features.go', 21], ['handler_proxy_test.go', 2], ['versioned_feature_list.yaml', 4], ['admission.go', 22], ['admission_test.go', 21], ['node_test.go', 4], ['transport.go', 5], ['storageversionmigrator_test.go', 2], ['util.go', 10], ['controller_test.go', 4], ['instance.go', 4], ['instance_test.go', 2], ['storage.go', 6], ['storage_test.go', 6], ['strategy.go', 6], ['strategy_test.go', 9], ['storage_resource.go', 1], ['utils.go', 1], ['dra.go', 1], ['dra_test.go', 1], ['cluster_authentication_trust_controller.go', 2], ['apiserver_test.go', 8], ['LICENSE', 20], ['go.mod', 52], ['go.sum', 66], ['unwanted-dependencies.json', 3], ['tokens_controller_test.go', 3], ['token_test.go', 2], ['claims.go', 4], ['claims_test.go', 4], ['jwt.go', 5], ['jwt_test.go', 5], ['legacy.go', 3], ['openidmetadata.go', 6], ['openidmetadata_test.go', 3], ['oidc_test.go', 26], ['jws.go', 2], ['config.go', 49], ['config_test.go', 32], ['plugins.go', 7], ['zz_generated.openapi.go', 9], ['kube_features_test.go', 1], ['svcaccttoken_test.go', 4], ['fixtures_appArmorProfile.go', 1], ['storage_authentication.go', 1], ['selfsubjectreview_test.go', 2], ['custom.go', 1], ['custom_test.go', 1], ['projected_clustertrustbundle.go', 3], ['metrics.go', 25], ['metrics_test.go', 22], ['keycache.go', 2], ['externalsigner_mock.go', 2], ['external_jwt_signer_test.go', 2], ['keycache_test.go', 1], ['timestamp.proto', 1], ['swagger.json', 11], ['api__v1_openapi.json', 7], ['generated.proto', 8], ['types_swagger_doc_generated.go', 7], ['swagger-with-shared-parameters.json', 1], ['v1.json', 1], ['provider.go', 2], ['fuzzer.go', 1], ['zz_generated.conversion.go', 22], ['conversion.go', 6], ['zz_generated.deepcopy.go', 20], ['runtime.go', 2], ['fake_runtime.go', 2], ['runtime_mock.go', 2], ['helpers.go', 5], ['image_manager.go', 2], ['puller.go', 2], ['kubelet.go', 5], ['kubelet_test.go', 2], ['kuberuntime_image.go', 2], ['kuberuntime_image_test.go', 2], ['kuberuntime_manager.go', 2], ['kuberuntime_manager_test.go', 1], ['main_test.go', 4], ['apis__admissionregistration.k8s.io__v1_openapi.json', 3], ['apis__admissionregistration.k8s.io__v1alpha1_openapi.json', 2], ['apis__admissionregistration.k8s.io__v1beta1_openapi.json', 1], ['apis__apiextensions.k8s.io__v1_openapi.json', 3], ['apis__apiregistration.k8s.io__v1_openapi.json', 1], ['apis__apps__v1_openapi.json', 4], ['apis__autoscaling__v1_openapi.json', 3], ['apis__autoscaling__v2_openapi.json', 3], ['apis__batch__v1_openapi.json', 4], ['apis__certificates.k8s.io__v1_openapi.json', 4], ['apis__certificates.k8s.io__v1alpha1_openapi.json', 2], ['apis__coordination.k8s.io__v1_openapi.json', 3], ['apis__coordination.k8s.io__v1alpha1_openapi.json', 1], ['apis__discovery.k8s.io__v1_openapi.json', 3], ['apis__events.k8s.io__v1_openapi.json', 3], ['apis__flowcontrol.apiserver.k8s.io__v1_openapi.json', 1], ['apis__internal.apiserver.k8s.io__v1alpha1_openapi.json', 3], ['apis__networking.k8s.io__v1_openapi.json', 3], ['apis__networking.k8s.io__v1beta1_openapi.json', 1], ['apis__node.k8s.io__v1_openapi.json', 3], ['apis__policy__v1_openapi.json', 3], ['apis__rbac.authorization.k8s.io__v1_openapi.json', 3], ['apis__resource.k8s.io__v1alpha3_openapi.json', 1], ['apis__resource.k8s.io__v1beta1_openapi.json', 1], ['apis__scheduling.k8s.io__v1_openapi.json', 3], ['apis__storage.k8s.io__v1_openapi.json', 4], ['apis__storage.k8s.io__v1alpha1_openapi.json', 2], ['apis__storage.k8s.io__v1beta1_openapi.json', 3], ['certificates.go', 5], ['controllermanager.go', 2], ['controllermanager_test.go', 1], ['controller_names.go', 1], ['publisher.go', 2], ['publisher_test.go', 1], ['controller_policy.go', 1], ['apiserversigner_test.go', 1], ['dependencies.yaml', 2], ['Dockerfile', 4], ['token.go', 3], ['oidc.go', 16], ['grpc_service.go', 18], ['kms_plugin_mock.go', 11], ['cani.go', 2], ['cache_go118.go', 1], ['recommended.go', 2], ['output.go', 1], ['validation.go', 33], ['transformer.go', 4], ['transformer_test.go', 3], ['kmsv2_transformation_test.go', 17], ['x509.go', 2], ['x509_test.go', 2], ['user.go', 1], ['apis__authorization.k8s.io__v1_openapi.json', 2], ['import_known_versions_test.go', 1], ['rest.go', 5], ['rest_test.go', 1], ['helpers_test.go', 1], ['namedresourcesmodel.go', 1], ['node_authorizer.go', 1], ['node_authorizer_test.go', 1], ['rbac_test.go', 1], ['generated.pb.go', 1], ['roundtrip.go', 1], ['semantic.go', 1], ['extension.go', 1], ['extension_test.go', 1], ['exec_test.go', 13], ['options.go', 6], ['safe_sysctls.go', 2], ['safe_sysctls_test.go', 1], ['constants.go', 2], ['check_sysctls.go', 1], ['check_sysctls_test.go', 1], ['fixtures_sysctls.go', 1], ['exec.go', 8], ['server.go', 6], ['authentication.go', 8], ['keyid_test.go', 1], ['cache.go', 6], ['cache_test.go', 4], ['per_node_validatingadmissionpolicy.yaml', 1], ['per_node_validatingadmissionpolicybinding.yaml', 1], ['per_node_update.go', 1], ['feature.go', 1], ['exec_util.go', 2], ['CHANGELOG-1.29.md', 1], ['requestheader.go', 4], ['providers.go', 2], ['globalflags.go', 2], ['globalflags_providerless.go', 2], ['globalflags_providers.go', 1], ['flags_providerless.go', 1], ['flags_providers.go', 1], ['plugins_providerless.go', 2], ['plugins_providers.go', 2], ['go.work.sum', 1], ['adapter.go', 1], ['kms_transformation_test.go', 16], ['secrets_transformation_test.go', 6], ['transformation_test.go', 9], ['etcd.go', 5], ['etcd_test.go', 4], ['multiple-kms-providers-with-v2.yaml', 1], ['multiple-kms-v2-providers.yaml', 2], ['run-e2e.sh', 7], ['authentication_test.go', 6], ['register.go', 13], ['load_test.go', 2], ['defaults.go', 6], ['zz_generated.defaults.go', 6], ['authz_config_test.go', 4], ['reload.go', 2], ['delegating.go', 2], ['matcher.go', 1], ['webhook.go', 2], ['webhook_v1_test.go', 3], ['webhook_v1beta1_test.go', 1], ['testserver.go', 8], ['.gitignore', 2], ['.travis.yml', 2], ['CONTRIBUTING.md', 2], ['DCO', 1], ['MAINTAINERS', 1], ['README.md', 9], ['code-of-conduct.md', 2], ['test', 1], ['NOTICE', 1], ['jose.go', 1], ['jwks.go', 1], ['verify.go', 1], ['modules.txt', 13], ['types_encryption.go', 2], ['defaults_test.go', 4], ['validation_encryption.go', 1], ['validation_encryption_test.go', 1], ['doc.go', 8], ['admission_policy_test.go', 1], ['local-up-cluster.sh', 2], ['authorization.go', 3], ['multiple-providers-kmsv2.yaml', 2], ['multiple-providers-mixed.yaml', 1], ['envelope.go', 21], ['pkcs11.go', 2], ['grpc_service_test.go', 5], ['api.pb.go', 10], ['api.proto', 10], ['controller.go', 3], ['empty_config.yaml', 1], ['envelope_test.go', 21], ['tracing.go', 1], ['tracing_test.go', 2], ['compile.go', 1], ['compile_test.go', 1], ['interface.go', 6], ['mapper.go', 1], ['update-internal-modules.sh', 1], ['import-restrictions.yaml', 4], ['rules.yaml', 3], ['mock_aes_remote_service.go', 3], ['mock_aes_remote_service_test.go', 3], ['mock_latency_remote_service.go', 2], ['mock_latency_remote_service_test.go', 2], ['mock_ratelimit_remote_service.go', 2], ['mock_ratelimit_remote_service_test.go', 2], ['kms.yaml', 3], ['aes.go', 3], ['kind.yaml', 3], ['softhsm-config.json', 1], ['tokengetter.go', 1], ['storage_core.go', 1], ['storage_core_generic.go', 1], ['util_test.go', 3], ['create_token.go', 1], ['create_token_test.go', 1], ['.import-restrictions', 1], ['OWNERS_ALIASES', 1], ['store.go', 2], ['watcher.go', 1], ['serving.go', 1], ['CHANGELOG-1.28.md', 1], ['all_transformation_test.go', 3], ['options_test.go', 7], ['interfaces.go', 1], ['cert.go', 2], ['apiextensions.go', 3], ['conversion_test.go', 2], ['defaulting_test.go', 2], ['objectmeta_test.go', 3], ['legacy_service_account_token_clean_up_test.go', 1], ['proxy.go', 2], ['grpc_service_unix_test.go', 8], ['hierarchy.go', 2], ['hierarchy_test.go', 3], ['base.go', 2], ['csi_fsgroup_policy.go', 1], ['csi_workload.go', 1], ['invalid-aes-gcm.yaml', 1], ['invalid-config-type.yaml', 1], ['invalid-content.yaml', 1], ['invalid-gvk.yaml', 1], ['encryption-config.yaml', 4], ['setup-cluster-prereqs.sh', 2], ['customresource_handler.go', 2], ['customresource_handler_test.go', 1], ['groupversion.go', 1], ['fieldmanager_test.go', 4], ['typeconverter.go', 2], ['versionconverter_test.go', 2], ['installer.go', 1], ['genericapiserver.go', 1], ['cluster_authentication_trust_controller_test.go', 1], ['requestheader_controller.go', 1], ['requestheader_controller_test.go', 1], ['requestheader_test.go', 2], ['authentication_dynamic_request_header.go', 1], ['peerproxy_handler.go', 1], ['round_trippers.go', 2], ['round_trippers_test.go', 2], ['handler_proxy.go', 2], ['remote_available_controller.go', 1], ['service.go', 2], ['service_test.go', 2], ['OWNERS', 8], ['logcheck.conf', 2], ['documentation-list.yaml', 1], ['documentation.md', 1], ['gc_controller_test.go', 6], ['apiserver_identity.go', 3], ['apiserver_identity_test.go', 3], ['v2.go', 2], ['handlers.go', 1], ['handlers.mock.go', 1], ['apis__authentication.k8s.io__v1_openapi.json', 1], ['apis__authentication.k8s.io__v1alpha1_openapi.json', 2], ['apis__autoscaling__v2beta1_openapi.json', 1], ['apis__autoscaling__v2beta2_openapi.json', 1], ['apis__batch__v1beta1_openapi.json', 1], ['apis__discovery.k8s.io__v1beta1_openapi.json', 1], ['apis__events.k8s.io__v1beta1_openapi.json', 1], ['apis__flowcontrol.apiserver.k8s.io__v1beta1_openapi.json', 1], ['apis__node.k8s.io__v1beta1_openapi.json', 1], ['apis__policy__v1beta1_openapi.json', 1], ['fake_cr_client.go', 1], ['fake_apiextensions_client.go', 2], ['fake_admissionregistration_client.go', 3], ['fake_apiserverinternal_client.go', 1], ['fake_apps_client.go', 3], ['fake_authentication_client.go', 3], ['fake_authorization_client.go', 2], ['fake_autoscaling_client.go', 4], ['fake_batch_client.go', 2], ['fake_certificates_client.go', 2], ['fake_coordination_client.go', 2], ['fake_core_client.go', 1], ['fake_discovery_client.go', 2], ['fake_events_client.go', 2], ['subjectreviews.go', 1], ['discovery.go', 1], ['discovery_test.go', 1], ['sarapprove.go', 1], ['certificate_controller.go', 1], ['certificate_controller_test.go', 1], ['cleaner.go', 5], ['signer.go', 3], ['controller_approval_test.go', 1], ['duration_test.go', 1], ['events.go', 1], ['validation_resourceclaim_test.go', 1], ['validation_resourceclaimtemplate_test.go', 1], ['objectmeta.go', 1], ['aes-cbc-first.yaml', 3], ['aes-gcm-first.yaml', 3], ['identity-first.yaml', 3], ['kms-first.yaml', 3], ['kmsv2-first.yaml', 3], ['secret-box-first.yaml', 3], ['roundtripper_test.go', 2], ['http.go', 1], ['kubectl.go', 1], ['actions.go', 1], ['all.bash', 1], ['ca.pem', 1], ['certs.go', 1], ['chunked.go', 1], ['counterecryptor.go', 1], ['ctx.go', 1], ['dispatcher.go', 1], ['https.go', 1], ['key.pem', 1], ['responses.go', 1], ['names.go', 1], ['clustertrustbundle_manager.go', 1], ['clustertrustbundle_manager_test.go', 1], ['common.go', 1], ['common_test.go', 2], ['runonce_test.go', 1], ['volume_host.go', 2], ['projected.go', 1], ['projected_test.go', 1], ['apis__flowcontrol.apiserver.k8s.io__v1beta2_openapi.json', 2], ['apis__flowcontrol.apiserver.k8s.io__v1beta3_openapi.json', 1], ['apis__networking.k8s.io__v1alpha1_openapi.json', 2], ['apis__resource.k8s.io__v1alpha2_openapi.json', 1], ['aggregator.go', 3], ['init.sh', 2], ['install.go', 4], ['transformation_testcase.go', 2], ['roundtripper.go', 1], ['spdy.go', 1], ['ineligible_endpoints.yaml', 1], ['available_controller.go', 1], ['available_controller_test.go', 1], ['upgradeaware.go', 6], ['upgradeaware_test.go', 6], ['transport_test.go', 1], ['apiserver.go', 1], ['update-generated-kms-dockerized.sh', 3], ['verify-generated-kms.sh', 3], ['PULL_REQUEST_TEMPLATE.md', 1], ['SECURITY_CONTACTS', 1], ['v1beta1.go', 1], ['v2alpha1.go', 2], ['azure.go', 2], ['azure_stub.go', 1], ['azure_test.go', 1], ['gcp.go', 1], ['gcp_stub.go', 1], ['gcp_test.go', 1], ['store_test.go', 1], ['etcd3.go', 1], ['identity.go', 1], ['secretbox.go', 1], ['kubeconfig.go', 1], ['reader.go', 1], ['reader_test.go', 1], ['tokenfile_test.go', 1], ['root_test.go', 1], ['writers_test.go', 1], ['watch_test.go', 1], ['response_checker.go', 1], ['response_checker_test.go', 1], ['streamer_test.go', 1], ['dynamic_cafile_content.go', 1], ['dynamic_serving_content.go', 1], ['egress_selector.go', 1], ['goaway_test.go', 1], ['timeout_test.go', 1], ['genericapiserver_graceful_termination_test.go', 1], ['invalid-apiversion.yaml', 1], ['audit_test.go', 4], ['context.go', 2], ['context_test.go', 3], ['evaluator.go', 1], ['request.go', 2], ['cached_token_authenticator.go', 1], ['cached_token_authenticator_test.go', 1], ['audit.go', 3], ['audit_annotations.go', 1], ['audit_init.go', 1], ['audit_init_test.go', 1], ['authn_audit.go', 1], ['request_deadline.go', 1], ['request_deadline_test.go', 1], ['delete_test.go', 1], ['writers.go', 1], ['auditid.go', 1], ['auditid_test.go', 1], ['priority-and-fairness_test.go', 1], ['wrap.go', 1], ['httplog.go', 1], ['cacher.go', 1], ['server_cert_deprecations_test.go', 1], ['format.go', 1], ['authenticated_group_adder.go', 1], ['group_adder.go', 1], ['group_adder_test.go', 1], ['token_group_adder.go', 1], ['token_group_adder_test.go', 1], ['event-exporter-psp-binding.yaml', 1], ['event-exporter-psp-role.yaml', 1], ['event-exporter-psp.yaml', 1], ['fluentd-gcp-psp-binding.yaml', 1], ['fluentd-gcp-psp-role.yaml', 1], ['fluentd-gcp-psp.yaml', 1], ['kube-proxy-binding.yaml', 1], ['kube-system-binding.yaml', 1], ['node-binding.yaml', 1], ['persistent-volume-binder-binding.yaml', 1], ['persistent-volume-binder-role.yaml', 1], ['persistent-volume-binder.yaml', 1], ['privileged-role.yaml', 1], ['privileged.yaml', 1], ['unprivileged-addon-role.yaml', 1], ['unprivileged-addon.yaml', 1], ['config-default.sh', 1], ['config-test.sh', 1], ['configure-helper.sh', 2], ['util.sh', 1], ['allowlist_test.go', 1], ['data.go', 2], ['default_storage_factory_builder.go', 1], ['attributes.go', 1], ['attributes_test.go', 1], ['request_test.go', 1], ['create.go', 1], ['delete.go', 1], ['patch.go', 1], ['update.go', 1], ['truncate.go', 1], ['configure-kubeapiserver.sh', 1], ['configure.sh', 1], ['kube-apiserver.manifest', 1], ['common.psm1', 1], ['configure.ps1', 1], ['k8s-node-setup.psm1', 1], ['signer_test.go', 1], ['cluster-roles.yaml', 2], ['metadata_concealment.go', 1], ['Makefile', 2], ['VERSION', 1], ['check_metadata_concealment.go', 1], ['manifest.go', 1], ['types_test.go', 2], ['test-cmd.sh', 1], ['testuser.csr', 1], ['testuser.key', 1], ['ca.crt', 2], ['ca.key', 1], ['authentication.sh', 3], ['bearertoken.go', 1], ['10-namespace.yaml', 1], ['20-configmap.yaml', 1], ['50-deployment.yaml', 1], ['60-service.yaml', 1], ['load.go', 1], ['scheme.go', 1], ['podsecurity_test.go', 1], ['config_flags.go', 1], ['client_config.go', 1], ['client_config_test.go', 1], ['overrides.go', 1], ['authorization.sh', 1], ['kubeconfig.sh', 1], ['auth_test.go', 1], ['audit_policy_test.go', 1], ['configure_helper_test.go', 1], ['data_dir_test.go', 1], ['server_test.go', 3], ['init_test.go', 1], ['join_test.go', 1], ['cleanupnode_test.go', 1], ['certlist_test.go', 1], ['volumes_test.go', 1], ['compute_test.go', 1], ['staticpods_test.go', 1], ['checks_test.go', 1], ['cluster_test.go', 1], ['initconfiguration_test.go', 1], ['joinconfiguration_test.go', 1], ['kubeconfig_test.go', 1], ['patches_test.go', 1], ['pki_helpers_test.go', 1], ['utils_test.go', 1], ['server_bootstrap_test.go', 1], ['garbage_collector.go', 1], ['framework.go', 1], ['kubelet_metrics.go', 1], ['metrics_grabber.go', 2], ['dial.go', 1], ['multivolume.go', 1], ['provisioning.go', 1], ['subpath.go', 1], ['topology.go', 1], ['volume_expand.go', 1], ['volume_io.go', 1], ['volume_stress.go', 1], ['volumemode.go', 1], ['volumes.go', 1], ['volume_metrics.go', 1], ['suites.go', 1], ['cleaner_test.go', 4], ['reconcile_role.go', 1], ['reconcile_role_test.go', 1], ['not-executable.sh', 1], ['aws_credentials.go', 1], ['aws_credentials_test.go', 1], ['azure_credentials.go', 1], ['metadata.go', 1], ['metadata_test.go', 1], ['keyring.go', 1], ['keyring_test.go', 1], ['provider_test.go', 1], ['secrets_test.go', 1], ['remotecommand_test.go', 2], ['remotecommand.go', 1], ['attach.go', 1], ['tokencleaner_test.go', 1], ['fake_example.go', 1], ['fake_customresourcedefinition.go', 2], ['fake_mutatingwebhookconfiguration.go', 2], ['fake_validatingwebhookconfiguration.go', 2], ['fake_storageversion.go', 1], ['fake_controllerrevision.go', 3], ['fake_daemonset.go', 2], ['fake_deployment.go', 3], ['fake_replicaset.go', 2], ['fake_statefulset.go', 3], ['fake_horizontalpodautoscaler.go', 3], ['fake_cronjob.go', 2], ['fake_job.go', 1], ['violation_exceptions.list', 1], ['exec-plugin-not-executable.sh', 1], ['exec-plugin.sh', 1]]"
enjoys1994,0.0,,0.0,0.0,0.0,,[],[],[],opened_by,"[['kubeconfig.go', 1], ['kubeconfig_test.go', 1], ['postupgrade.go', 1]]"
enxebre,0.0,,0.0,0.0,0.0,,,,,,
enyinna1234,0.0,,0.0,0.0,0.0,,"[['cluster-lifecycle', 1]]",[],"[['documentation', 1]]",unknown,[]
enzoyes,0.0,,0.0,0.0,0.0,,[],[],[],opened_by,"[['LICENSE', 2], ['go.mod', 1], ['go.sum', 1], ['kube_features.go', 1], ['cpu_assignment.go', 1], ['cpu_assignment_test.go', 1], ['policy_test.go', 1], ['topology.go', 1], ['topology_test.go', 1], ['helpers.go', 1], ['factory.go', 2], ['handler.go', 1], ['fs.go', 1], ['container.go', 2], ['machine.go', 1], ['manager.go', 1], ['prometheus.go', 1], ['prometheus_machine.go', 1], ['collector_libpfm.go', 1], ['uncore_libpfm.go', 1], ['sysfs.go', 1], ['sysinfo.go', 1], ['modules.txt', 1]]"
eparis,0.0,,0.0,0.0,0.0,,,,,,
erain,0.0,,0.0,0.0,0.0,,,,,,
ereslibre,0.0,,0.0,0.0,0.0,,,,,,
ericchiang,0.0,,0.0,0.0,0.0,,,,,,
erictune,0.0,,0.0,0.0,0.0,,"[['apps', 4], ['storage', 1], ['node', 2], ['api-machinery', 2], ['docs', 1], ['network', 1]]","[['test', 3], ['kubelet', 2]]","[['cleanup', 4], ['failing-test', 1], ['documentation', 3], ['api-change', 2], ['bug', 1]]",assignee,"[['daemonset_util_test.go', 1], ['cassandra.go', 1], ['etcd.go', 1], ['mysql.go', 1], ['job_controller_test.go', 1], ['in_tree_volume_test.go', 1], ['OWNERS_ALIASES', 1], ['options.go', 1], ['server.go', 1], ['kubelet.go', 1], ['helpers_test.go', 1], ['kuberuntime_manager.go', 1], ['types.go', 1]]"
erikgb,0.0,,0.0,2.0,0.0,,[],[],[],opened_by,"[['leaderelection.go', 1], ['meta.go', 1], ['interfaces.go', 1], ['pod_new.go', 1], ['options.go', 1], ['upgrade.go', 1], ['upgrade_test.go', 1]]"
eriksywu,0.0,,0.0,0.0,0.0,,,,,,
erismaster,0.0,,0.0,0.0,0.0,,"[['node', 1]]",[],"[['bug', 1]]",unknown,[]
ernado,0.0,,0.0,0.0,0.0,,[],[],[],opened_by,"[['dependencies.yaml', 1], ['Makefile', 2], ['README.md', 1], ['get-kube-binaries.sh', 1], ['golang.sh', 1], ['util.sh', 1], ['image-util.sh', 1], ['main.go', 1]]"
errordeveloper,0.0,,0.0,0.0,0.0,,"[['api-machinery', 1]]",[],[],opened_by,"[['dns.go', 1]]"
erwinvaneyk,0.0,,0.0,0.0,0.0,,[],[],[],opened_by,"[['storage.go', 1], ['proxy.go', 1]]"
es-ma-n,1.0,2025-03-13T05:48:24Z,1.0,0.0,0.0,2025-03-13T05:48:24Z,[],[],[],opened_by,"[['allocation_manager.go', 1], ['policy_static.go', 2], ['kubelet_test.go', 1], ['kuberuntime_manager_test.go', 1]]"
esotsal,4.0,2025-03-28T13:30:50Z,23.0,11.0,0.0,2025-03-28T13:30:50Z,"[['node', 17]]","[['test', 3], ['kubelet', 1]]","[['failing-test', 4], ['feature', 3], ['flake', 4], ['bug', 5], ['cleanup', 1]]",opened_by,"[['pod_resize.go', 7], ['kubelet.go', 5], ['kubelet_pods.go', 3], ['lifecycle_hook.go', 2], ['pods.go', 2], ['security_context.go', 2], ['output.go', 2], ['portforward.go', 2], ['conntrack.go', 2], ['loadbalancer.go', 2], ['container_log_rotation_test.go', 2], ['cpu_manager_test.go', 5], ['critical_pod_test.go', 2], ['device_manager_test.go', 2], ['device_plugin_test.go', 2], ['garbage_collector_test.go', 2], ['hugepages_test.go', 2], ['image_gc_test.go', 3], ['memory_manager_test.go', 2], ['node_perf_test.go', 2], ['pod_hostnamefqdn_test.go', 2], ['podresources_test.go', 2], ['resource_collector.go', 2], ['util.go', 4], ['kuberuntime_manager.go', 5], ['container_restart_test.go', 2], ['criproxy_test.go', 2], ['image_pull_test.go', 2], ['kube_features.go', 1], ['versioned_kube_features.go', 1], ['versioned_feature_list.yaml', 1], ['container_manager_test.go', 1], ['local-up-cluster.sh', 3], ['runtimeclass.go', 1], ['pod_resize_test.go', 3], ['kubelet_test.go', 2], ['helpers.go', 1], ['helpers_test.go', 2], ['node_problem_detector.go', 1], ['oomkiller_linux_test.go', 1], ['options.go', 1], ['hollow_node.go', 1], ['zz_generated.openapi.go', 1], ['fuzzer.go', 1], ['v1beta1.yaml', 2], ['types.go', 2], ['defaults.go', 1], ['defaults_test.go', 1], ['zz_generated.conversion.go', 1], ['zz_generated.deepcopy.go', 2], ['remote_image.go', 1], ['remote_image_test.go', 1], ['remote_runtime_test.go', 1], ['cpu_assignment.go', 1], ['cpu_assignment_test.go', 1], ['policy_static.go', 1], ['policy_static_test.go', 1], ['constants.go', 1], ['resize.go', 1], ['cpu_manager_metrics_test.go', 1]]"
esotsal,4.0,2025-03-28T13:30:50Z,23.0,11.0,0.0,2025-03-28T13:30:50Z,"[['node', 17]]","[['test', 3], ['kubelet', 1]]","[['failing-test', 4], ['feature', 3], ['flake', 4], ['bug', 5], ['cleanup', 1]]",assignee,"[['kubelet.go', 3], ['kubelet_pods.go', 3], ['kubelet_test.go', 3], ['kuberuntime_manager.go', 4], ['kuberuntime_manager_test.go', 3], ['pod_resize.go', 3], ['resize.go', 1], ['utils.go', 1], ['allocation_manager.go', 1], ['kubelet_pods_test.go', 1], ['fake_kuberuntime_manager.go', 1], ['kuberuntime_container.go', 3], ['policy_options.go', 1], ['policy_options_test.go', 1], ['fake_status_manager.go', 1], ['state.go', 1], ['state_checkpoint.go', 1], ['state_mem.go', 1], ['status_manager.go', 1], ['pod_admission.go', 1], ['features_linux.go', 1], ['features_unsupported.go', 1], ['features_windows.go', 1], ['user_namespaces_test.go', 1], ['containers.go', 1], ['sync_result.go', 1], ['kuberuntime_container_test.go', 1]]"
eth0xFEED,0.0,,0.0,0.0,0.0,,,,,,
ethanchowell,0.0,,0.0,0.0,0.0,,[],[],[],opened_by,"[['top.go', 1], ['top_node.go', 1], ['top_pod.go', 1], ['top_pod_test.go', 1], ['metrics_printer.go', 1], ['metrics_resource_adder.go', 1], ['metrics_resource_adder_test.go', 1], ['metrics_sorter.go', 1]]"
ethernetdan,0.0,,0.0,0.0,0.0,,,,,,
ethuleau,0.0,,0.0,0.0,0.0,,,,,,
euank,0.0,,0.0,0.0,0.0,,,,,,
evanmcclure,0.0,,0.0,0.0,0.0,,[],[],[],opened_by,"[['customcolumn.go', 1], ['customcolumn_test.go', 1]]"
everettraven,0.0,,1.0,0.0,0.0,,,,,,
everpeace,13.0,2025-03-11T11:27:57Z,3.0,0.0,0.0,2025-03-11T11:27:57Z,"[['node', 1]]","[['security', 1]]","[['documentation', 1]]",opened_by,"[['make.go', 1], ['validation.go', 2], ['validation_test.go', 2], ['kube_features.go', 2], ['kubelet.go', 2], ['kubelet_test.go', 1], ['predicate.go', 1], ['predicate_test.go', 1], ['versioned_feature_list.yaml', 1], ['security_context.go', 5], ['swagger.json', 3], ['api__v1_openapi.json', 3], ['types.go', 7], ['zz_generated.conversion.go', 2], ['zz_generated.deepcopy.go', 4], ['zz_generated.openapi.go', 3], ['runtime.go', 3], ['kubelet_node_status.go', 1], ['helpers.go', 1], ['kuberuntime_manager.go', 1], ['setters.go', 1], ['strategy.go', 1], ['generated.pb.go', 2], ['generated.proto', 3], ['types_swagger_doc_generated.go', 3], ['core.v1.Node.json', 1], ['core.v1.Node.pb', 1], ['core.v1.Node.yaml', 1], ['nodefeatures.go', 1], ['nodestatus.go', 1], ['internal.go', 1], ['utils.go', 1], ['api.pb.go', 2], ['api.proto', 2], ['feature.go', 1], ['apis__apps__v1_openapi.json', 2], ['apis__batch__v1_openapi.json', 2], ['util.go', 1], ['util_test.go', 1], ['kubelet_pods.go', 1], ['kubelet_pods_test.go', 1], ['kuberuntime_container.go', 1], ['kuberuntime_container_linux.go', 1], ['kuberuntime_container_linux_test.go', 1], ['kuberuntime_container_test.go', 1], ['kuberuntime_container_unsupported.go', 1], ['kuberuntime_container_windows.go', 1], ['kuberuntime_sandbox.go', 1], ['kuberuntime_sandbox_linux_test.go', 1], ['Dockerfile', 2], ['VERSION', 2], ['BASEIMAGE', 1], ['README.md', 1]]"
evertrain,0.0,,0.0,0.0,0.0,,"[['apps', 1]]",[],"[['bug', 1]]",unknown,[]
evie404,0.0,,0.0,0.0,0.0,,,,,,
evillgenius75,0.0,,0.0,0.0,0.0,,,,,,
f1ko,0.0,,0.0,0.0,0.0,,[],[],[],opened_by,"[['swagger.json', 4], ['api__v1_openapi.json', 1], ['apis__apps__v1_openapi.json', 1], ['apis__batch__v1_openapi.json', 1], ['validation.go', 1], ['validation_test.go', 1], ['zz_generated.openapi.go', 1], ['generated.proto', 1], ['types.go', 1], ['types_swagger_doc_generated.go', 1], ['v1.json', 1], ['v1beta1.json', 1]]"
fabi200123,0.0,,0.0,0.0,0.0,,"[['node', 1]]","[['test', 1]]","[['cleanup', 1]]",opened_by,"[['kuberuntime_container_windows_test.go', 2], ['kubelet.go', 4], ['kuberuntime_container_test.go', 1], ['kuberuntime_container_windows.go', 1], ['pod_resize.go', 1]]"
fabi200123,0.0,,0.0,0.0,0.0,,"[['node', 1]]","[['test', 1]]","[['cleanup', 1]]",assignee,"[['kubelet.go', 1]]"
